"";"Combustivel";"Model";"Region";"ModelCode";"mad";"MCS_pValue";"Critical"
"426";"Ethanol";"M22";"R24";"E_M22_R24";0,01323;0,8681;"*"
"427";"Ethanol";"M23";"R24";"E_M23_R24";0,01367;0,7624;"*"
"428";"Ethanol";"M24";"R24";"E_M24_R24";0,01339;0,8681;"*"
"429";"Ethanol";"M25";"R24";"E_M25_R24";0,0154;0,0149;NA
"430";"Ethanol";"M26";"R24";"E_M26_R24";0,01264;0,9571;"*"
"431";"Ethanol";"M27";"R24";"E_M27_R24";0,01231;1;"*"
"432";"Ethanol";"M28";"R24";"E_M28_R24";0,0125;0,9933;"*"
"433";"Ethanol";"VECM";"R25";"E_VECM_R25";0,00908;0,0942;NA
"434";"Ethanol";"VECM2";"R25";"E_VECM2_R25";0,00881;0,1215;"**"
"435";"Ethanol";"M1";"R25";"E_M1_R25";0,0082;0,7635;"*"
"436";"Ethanol";"M12";"R25";"E_M12_R25";0,00922;0,1334;"**"
"437";"Ethanol";"M13";"R25";"E_M13_R25";0,00892;0,34;"*"
"438";"Ethanol";"M14";"R25";"E_M14_R25";0,00996;0,0051;NA
"439";"Ethanol";"M15";"R25";"E_M15_R25";0,01035;0,0507;NA
"440";"Ethanol";"M16";"R25";"E_M16_R25";0,00815;0,7635;"*"
"441";"Ethanol";"M17";"R25";"E_M17_R25";0,00866;0,2361;"*"
"442";"Ethanol";"M18";"R25";"E_M18_R25";0,00865;0,1615;"**"
"443";"Ethanol";"M21";"R25";"E_M21_R25";0,00865;0,2061;"*"
"444";"Ethanol";"M22";"R25";"E_M22_R25";0,00918;0,1615;"**"
"445";"Ethanol";"M23";"R25";"E_M23_R25";0,00885;0,3822;"*"
"446";"Ethanol";"M24";"R25";"E_M24_R25";0,00981;0,0159;NA
"447";"Ethanol";"M25";"R25";"E_M25_R25";0,01034;0,0579;NA
"448";"Ethanol";"M26";"R25";"E_M26_R25";0,00798;1;"*"
"449";"Ethanol";"M27";"R25";"E_M27_R25";0,00859;0,3822;"*"
"450";"Ethanol";"M28";"R25";"E_M28_R25";0,00877;0,1615;"**"
"451";"Ethanol";"VECM";"R26";"E_VECM_R26";0,00837;0;NA
"452";"Ethanol";"VECM2";"R26";"E_VECM2_R26";0,00816;0,0365;NA
"453";"Ethanol";"M1";"R26";"E_M1_R26";0,0068;0,9938;"*"
"454";"Ethanol";"M12";"R26";"E_M12_R26";0,00902;0,001;NA
"455";"Ethanol";"M13";"R26";"E_M13_R26";0,00878;0,004;NA
"456";"Ethanol";"M14";"R26";"E_M14_R26";0,01013;0;NA
"457";"Ethanol";"M15";"R26";"E_M15_R26";0,00979;0;NA
"458";"Ethanol";"M16";"R26";"E_M16_R26";0,00703;0,4752;"*"
"459";"Ethanol";"M17";"R26";"E_M17_R26";0,00712;0,537;"*"
"460";"Ethanol";"M18";"R26";"E_M18_R26";0,00699;0,554;"*"
"461";"Ethanol";"M21";"R26";"E_M21_R26";0,007;0,554;"*"
"462";"Ethanol";"M22";"R26";"E_M22_R26";0,00889;0,0016;NA
"463";"Ethanol";"M23";"R26";"E_M23_R26";0,00868;0,0045;NA
"464";"Ethanol";"M24";"R26";"E_M24_R26";0,00998;0;NA
"465";"Ethanol";"M25";"R26";"E_M25_R26";0,00966;0;NA
"466";"Ethanol";"M26";"R26";"E_M26_R26";0,0068;1;"*"
"467";"Ethanol";"M27";"R26";"E_M27_R26";0,00724;0,2278;"*"
"468";"Ethanol";"M28";"R26";"E_M28_R26";0,00711;0,554;"*"
"469";"Ethanol";"VECM";"R27";"E_VECM_R27";0,00898;0,0462;NA
"470";"Ethanol";"VECM2";"R27";"E_VECM2_R27";0,00888;0,0744;NA
"471";"Ethanol";"M1";"R27";"E_M1_R27";0,00739;0,8798;"*"
"472";"Ethanol";"M12";"R27";"E_M12_R27";0,00836;0,2817;"*"
"473";"Ethanol";"M13";"R27";"E_M13_R27";0,00889;0,0394;NA
"474";"Ethanol";"M14";"R27";"E_M14_R27";0,00874;0,1521;"**"
"475";"Ethanol";"M15";"R27";"E_M15_R27";0,00905;0,0462;NA
"476";"Ethanol";"M16";"R27";"E_M16_R27";0,00731;1;"*"
"477";"Ethanol";"M17";"R27";"E_M17_R27";0,00763;0,298;"*"
"478";"Ethanol";"M18";"R27";"E_M18_R27";0,00746;0,7626;"*"
"479";"Ethanol";"M21";"R27";"E_M21_R27";0,0074;0,8798;"*"
"480";"Ethanol";"M22";"R27";"E_M22_R27";0,00847;0,2125;"*"
"481";"Ethanol";"M23";"R27";"E_M23_R27";0,00889;0,0462;NA
"482";"Ethanol";"M24";"R27";"E_M24_R27";0,00902;0,0626;NA
"483";"Ethanol";"M25";"R27";"E_M25_R27";0,00922;0,0333;NA
"484";"Ethanol";"M26";"R27";"E_M26_R27";0,00771;0,2114;"*"
"485";"Ethanol";"M27";"R27";"E_M27_R27";0,00766;0,3258;"*"
"486";"Ethanol";"M28";"R27";"E_M28_R27";0,00745;0,7626;"*"
"487";"Ethanol";"VECM";"R28";"E_VECM_R28";0,0121;1e-04;NA
"488";"Ethanol";"VECM2";"R28";"E_VECM2_R28";0,01022;0,9737;"*"
"489";"Ethanol";"M1";"R28";"E_M1_R28";0,01011;1;"*"
"490";"Ethanol";"M12";"R28";"E_M12_R28";0,01237;0,0043;NA
"491";"Ethanol";"M13";"R28";"E_M13_R28";0,01281;0,0224;NA
"492";"Ethanol";"M14";"R28";"E_M14_R28";0,01255;0,0043;NA
"493";"Ethanol";"M15";"R28";"E_M15_R28";0,01349;0,003;NA
"494";"Ethanol";"M16";"R28";"E_M16_R28";0,01026;0,9697;"*"
"495";"Ethanol";"M17";"R28";"E_M17_R28";0,01141;0,0837;NA
"496";"Ethanol";"M18";"R28";"E_M18_R28";0,01013;0,9737;"*"
"497";"Ethanol";"M21";"R28";"E_M21_R28";0,01073;0,5776;"*"
"498";"Ethanol";"M22";"R28";"E_M22_R28";0,01251;0,0025;NA
"499";"Ethanol";"M23";"R28";"E_M23_R28";0,01294;0,0112;NA
"500";"Ethanol";"M24";"R28";"E_M24_R28";0,01272;0,0011;NA
"501";"Ethanol";"M25";"R28";"E_M25_R28";0,01367;8e-04;NA
"502";"Ethanol";"M26";"R28";"E_M26_R28";0,01041;0,9476;"*"
"503";"Ethanol";"M27";"R28";"E_M27_R28";0,01107;0,1415;"**"
"504";"Ethanol";"M28";"R28";"E_M28_R28";0,01035;0,9694;"*"
"505";"Ethanol";"VECM";"R29";"E_VECM_R29";0,00715;0,0072;NA
"506";"Ethanol";"VECM2";"R29";"E_VECM2_R29";0,00657;0,2046;"*"
"507";"Ethanol";"M1";"R29";"E_M1_R29";0,00649;0,1057;"**"
"508";"Ethanol";"M12";"R29";"E_M12_R29";0,00649;0,2191;"*"
"509";"Ethanol";"M13";"R29";"E_M13_R29";0,00753;0,0011;NA
"510";"Ethanol";"M14";"R29";"E_M14_R29";0,00736;0,0042;NA
"511";"Ethanol";"M15";"R29";"E_M15_R29";0,00732;0,0105;NA
"512";"Ethanol";"M16";"R29";"E_M16_R29";0,00647;0,1303;"**"
"513";"Ethanol";"M17";"R29";"E_M17_R29";0,00584;1;"*"
"514";"Ethanol";"M18";"R29";"E_M18_R29";0,00655;0,0888;NA
"515";"Ethanol";"M21";"R29";"E_M21_R29";0,00598;0,4843;"*"
"516";"Ethanol";"M22";"R29";"E_M22_R29";0,00655;0,2046;"*"
"517";"Ethanol";"M23";"R29";"E_M23_R29";0,00758;7e-04;NA
"518";"Ethanol";"M24";"R29";"E_M24_R29";0,00748;0,0019;NA
"519";"Ethanol";"M25";"R29";"E_M25_R29";0,00749;0,0048;NA
"520";"Ethanol";"M26";"R29";"E_M26_R29";0,00658;0,1631;"**"
"521";"Ethanol";"M27";"R29";"E_M27_R29";0,00627;0,2191;"*"
"522";"Ethanol";"M28";"R29";"E_M28_R29";0,00635;0,2191;"*"
"523";"Ethanol";"VECM";"R30";"E_VECM_R30";0,00728;0,0245;NA
"524";"Ethanol";"VECM2";"R30";"E_VECM2_R30";0,00645;1;"*"
"525";"Ethanol";"M1";"R30";"E_M1_R30";0,00732;0,0333;NA
"526";"Ethanol";"M12";"R30";"E_M12_R30";0,0088;0,0149;NA
"527";"Ethanol";"M13";"R30";"E_M13_R30";0,00993;0;NA
"528";"Ethanol";"M14";"R30";"E_M14_R30";0,00947;0,0023;NA
"529";"Ethanol";"M15";"R30";"E_M15_R30";0,00949;8e-04;NA
"530";"Ethanol";"M16";"R30";"E_M16_R30";0,00716;0,2903;"*"
"531";"Ethanol";"M17";"R30";"E_M17_R30";0,00683;0,2903;"*"
"532";"Ethanol";"M18";"R30";"E_M18_R30";0,00734;0,1409;"**"
"533";"Ethanol";"M21";"R30";"E_M21_R30";0,00712;0,2903;"*"
"534";"Ethanol";"M22";"R30";"E_M22_R30";0,00892;0,0093;NA
"535";"Ethanol";"M23";"R30";"E_M23_R30";0,01003;0;NA
"536";"Ethanol";"M24";"R30";"E_M24_R30";0,00956;0,0015;NA
"537";"Ethanol";"M25";"R30";"E_M25_R30";0,00954;4e-04;NA
"538";"Ethanol";"M26";"R30";"E_M26_R30";0,00711;0,2903;"*"
"539";"Ethanol";"M27";"R30";"E_M27_R30";0,00709;0,2903;"*"
"540";"Ethanol";"M28";"R30";"E_M28_R30";0,00697;0,2903;"*"
"541";"Ethanol";"VECM";"R31";"E_VECM_R31";0,01352;0,1384;"**"
"542";"Ethanol";"VECM2";"R31";"E_VECM2_R31";0,01338;0,1384;"**"
"543";"Ethanol";"M1";"R31";"E_M1_R31";0,0139;0,0082;NA
"544";"Ethanol";"M12";"R31";"E_M12_R31";0,01244;0,7818;"*"
"545";"Ethanol";"M13";"R31";"E_M13_R31";0,01506;0,0133;NA
"546";"Ethanol";"M14";"R31";"E_M14_R31";0,0124;0,7818;"*"
"547";"Ethanol";"M15";"R31";"E_M15_R31";0,01517;0,0017;NA
"548";"Ethanol";"M16";"R31";"E_M16_R31";0,01257;0,5926;"*"
"549";"Ethanol";"M17";"R31";"E_M17_R31";0,0122;0,7818;"*"
"550";"Ethanol";"M18";"R31";"E_M18_R31";0,01285;0,2934;"*"
"551";"Ethanol";"M21";"R31";"E_M21_R31";0,01322;0,1384;"**"
"552";"Ethanol";"M22";"R31";"E_M22_R31";0,01263;0,4853;"*"
"553";"Ethanol";"M23";"R31";"E_M23_R31";0,01525;0,0082;NA
"554";"Ethanol";"M24";"R31";"E_M24_R31";0,01266;0,0795;NA
"555";"Ethanol";"M25";"R31";"E_M25_R31";0,01528;0,0013;NA
"556";"Ethanol";"M26";"R31";"E_M26_R31";0,01292;0,4389;"*"
"557";"Ethanol";"M27";"R31";"E_M27_R31";0,01195;1;"*"
"558";"Ethanol";"M28";"R31";"E_M28_R31";0,01295;0,329;"*"
"559";"Ethanol";"VECM";"R32";"E_VECM_R32";0,01363;0,9633;"*"
"560";"Ethanol";"VECM2";"R32";"E_VECM2_R32";0,01338;1;"*"
"561";"Ethanol";"M1";"R32";"E_M1_R32";0,01383;0,9633;"*"
"562";"Ethanol";"M12";"R32";"E_M12_R32";0,01383;0,9633;"*"
"563";"Ethanol";"M13";"R32";"E_M13_R32";0,01392;0,9558;"*"
"564";"Ethanol";"M14";"R32";"E_M14_R32";0,01391;0,9633;"*"
"565";"Ethanol";"M15";"R32";"E_M15_R32";0,01403;0,9558;"*"
"566";"Ethanol";"M16";"R32";"E_M16_R32";0,01357;0,9633;"*"
"567";"Ethanol";"M17";"R32";"E_M17_R32";0,01448;0,3296;"*"
"568";"Ethanol";"M18";"R32";"E_M18_R32";0,01429;0,5899;"*"
"569";"Ethanol";"M21";"R32";"E_M21_R32";0,01404;0,5493;"*"
"570";"Ethanol";"M22";"R32";"E_M22_R32";0,0139;0,9558;"*"
"571";"Ethanol";"M23";"R32";"E_M23_R32";0,01403;0,9352;"*"
"572";"Ethanol";"M24";"R32";"E_M24_R32";0,01408;0,9308;"*"
"573";"Ethanol";"M25";"R32";"E_M25_R32";0,01416;0,9352;"*"
"574";"Ethanol";"M26";"R32";"E_M26_R32";0,01392;0,9352;"*"
"575";"Ethanol";"M27";"R32";"E_M27_R32";0,01348;0,9633;"*"
"576";"Ethanol";"M28";"R32";"E_M28_R32";0,01367;0,9633;"*"
"577";"Ethanol";"VECM";"R33";"E_VECM_R33";0,01322;0,0242;NA
"578";"Ethanol";"VECM2";"R33";"E_VECM2_R33";0,01208;0,436;"*"
"579";"Ethanol";"M1";"R33";"E_M1_R33";0,01202;0,436;"*"
"580";"Ethanol";"M12";"R33";"E_M12_R33";0,01352;0,0472;NA
"581";"Ethanol";"M13";"R33";"E_M13_R33";0,0134;0,1314;"**"
"582";"Ethanol";"M14";"R33";"E_M14_R33";0,014;0,0114;NA
"583";"Ethanol";"M15";"R33";"E_M15_R33";0,01378;0,064;NA
"584";"Ethanol";"M16";"R33";"E_M16_R33";0,01166;0,436;"*"
"585";"Ethanol";"M17";"R33";"E_M17_R33";0,01196;0,436;"*"
"586";"Ethanol";"M18";"R33";"E_M18_R33";0,01181;0,436;"*"
"587";"Ethanol";"M21";"R33";"E_M21_R33";0,01202;0,436;"*"
"588";"Ethanol";"M22";"R33";"E_M22_R33";0,01353;0,0475;NA
"589";"Ethanol";"M23";"R33";"E_M23_R33";0,01339;0,1314;"**"
"590";"Ethanol";"M24";"R33";"E_M24_R33";0,01392;0,0151;NA
"591";"Ethanol";"M25";"R33";"E_M25_R33";0,01371;0,0734;NA
"592";"Ethanol";"M26";"R33";"E_M26_R33";0,01152;1;"*"
"593";"Ethanol";"M27";"R33";"E_M27_R33";0,01208;0,4351;"*"
"594";"Ethanol";"M28";"R33";"E_M28_R33";0,01197;0,436;"*"
"595";"Ethanol";"VECM";"R34";"E_VECM_R34";0,01176;0,0114;NA
"596";"Ethanol";"VECM2";"R34";"E_VECM2_R34";0,01165;0,0102;NA
"597";"Ethanol";"M1";"R34";"E_M1_R34";0,0108;0,1207;"**"
"598";"Ethanol";"M12";"R34";"E_M12_R34";0,01118;0,1207;"**"
"599";"Ethanol";"M13";"R34";"E_M13_R34";0,01128;0,1207;"**"
"600";"Ethanol";"M14";"R34";"E_M14_R34";0,012;0,0037;NA
"601";"Ethanol";"M15";"R34";"E_M15_R34";0,012;0,0098;NA
"602";"Ethanol";"M16";"R34";"E_M16_R34";0,01071;0,1207;"**"
"603";"Ethanol";"M17";"R34";"E_M17_R34";0,01086;0,1207;"**"
"604";"Ethanol";"M18";"R34";"E_M18_R34";0,00999;1;"*"
"605";"Ethanol";"M21";"R34";"E_M21_R34";0,01084;0,11;"**"
"606";"Ethanol";"M22";"R34";"E_M22_R34";0,01104;0,1207;"**"
"607";"Ethanol";"M23";"R34";"E_M23_R34";0,01128;0,1207;"**"
"608";"Ethanol";"M24";"R34";"E_M24_R34";0,01191;0,0098;NA
"609";"Ethanol";"M25";"R34";"E_M25_R34";0,01194;0,0123;NA
"610";"Ethanol";"M26";"R34";"E_M26_R34";0,01023;0,1285;"**"
"611";"Ethanol";"M27";"R34";"E_M27_R34";0,01083;0,1207;"**"
"612";"Ethanol";"M28";"R34";"E_M28_R34";0,01054;0,1207;"**"
"613";"Ethanol";"VECM";"R35";"E_VECM_R35";0,01445;0,1069;"**"
"614";"Ethanol";"VECM2";"R35";"E_VECM2_R35";0,01391;1;"*"
"615";"Ethanol";"M1";"R35";"E_M1_R35";0,01442;0,5482;"*"
"616";"Ethanol";"M12";"R35";"E_M12_R35";0,0177;8e-04;NA
"617";"Ethanol";"M13";"R35";"E_M13_R35";0,01834;0;NA
"618";"Ethanol";"M14";"R35";"E_M14_R35";0,01765;0,0051;NA
"619";"Ethanol";"M15";"R35";"E_M15_R35";0,01803;0,0012;NA
"620";"Ethanol";"M16";"R35";"E_M16_R35";0,01403;0,8895;"*"
"621";"Ethanol";"M17";"R35";"E_M17_R35";0,01452;0,3757;"*"
"622";"Ethanol";"M18";"R35";"E_M18_R35";0,01444;0,6611;"*"
"623";"Ethanol";"M21";"R35";"E_M21_R35";0,01461;0,2805;"*"
"624";"Ethanol";"M22";"R35";"E_M22_R35";0,01745;8e-04;NA
"625";"Ethanol";"M23";"R35";"E_M23_R35";0,01812;0;NA
"626";"Ethanol";"M24";"R35";"E_M24_R35";0,01751;0,0029;NA
"627";"Ethanol";"M25";"R35";"E_M25_R35";0,01788;7e-04;NA
"628";"Ethanol";"M26";"R35";"E_M26_R35";0,0142;0,6611;"*"
"629";"Ethanol";"M27";"R35";"E_M27_R35";0,01475;0,1207;"**"
"630";"Ethanol";"M28";"R35";"E_M28_R35";0,01492;0,0016;NA
"631";"Ethanol";"VECM";"R36";"E_VECM_R36";0,00906;0,3429;"*"
"632";"Ethanol";"VECM2";"R36";"E_VECM2_R36";0,00893;0,3429;"*"
"633";"Ethanol";"M1";"R36";"E_M1_R36";0,00887;0,2077;"*"
"634";"Ethanol";"M12";"R36";"E_M12_R36";0,01024;0,0012;NA
"635";"Ethanol";"M13";"R36";"E_M13_R36";0,01047;5e-04;NA
"636";"Ethanol";"M14";"R36";"E_M14_R36";0,01056;2e-04;NA
"637";"Ethanol";"M15";"R36";"E_M15_R36";0,01065;1e-04;NA
"638";"Ethanol";"M16";"R36";"E_M16_R36";0,00874;0,2462;"*"
"639";"Ethanol";"M17";"R36";"E_M17_R36";0,00878;0,1605;"**"
"640";"Ethanol";"M18";"R36";"E_M18_R36";0,00829;1;"*"
"641";"Ethanol";"M21";"R36";"E_M21_R36";0,00866;0,3429;"*"
"642";"Ethanol";"M22";"R36";"E_M22_R36";0,01035;7e-04;NA
"643";"Ethanol";"M23";"R36";"E_M23_R36";0,01061;1e-04;NA
"644";"Ethanol";"M24";"R36";"E_M24_R36";0,0107;1e-04;NA
"645";"Ethanol";"M25";"R36";"E_M25_R36";0,01084;1e-04;NA
"646";"Ethanol";"M26";"R36";"E_M26_R36";0,00853;0,3678;"*"
"647";"Ethanol";"M27";"R36";"E_M27_R36";0,00866;0,3429;"*"
"648";"Ethanol";"M28";"R36";"E_M28_R36";0,00843;0,3678;"*"
"649";"Ethanol";"VECM";"R37";"E_VECM_R37";0,01518;3e-04;NA
"650";"Ethanol";"VECM2";"R37";"E_VECM2_R37";0,01433;0,0024;NA
"651";"Ethanol";"M1";"R37";"E_M1_R37";0,01197;0,1414;"**"
"652";"Ethanol";"M12";"R37";"E_M12_R37";0,0126;0,1333;"**"
"653";"Ethanol";"M13";"R37";"E_M13_R37";0,01272;0,1414;"**"
"654";"Ethanol";"M14";"R37";"E_M14_R37";0,01289;0,1053;"**"
"655";"Ethanol";"M15";"R37";"E_M15_R37";0,01295;0,1333;"**"
"656";"Ethanol";"M16";"R37";"E_M16_R37";0,01133;1;"*"
"657";"Ethanol";"M17";"R37";"E_M17_R37";0,01206;0,3522;"*"
"658";"Ethanol";"M18";"R37";"E_M18_R37";0,01141;0,6622;"*"
"659";"Ethanol";"M21";"R37";"E_M21_R37";0,01217;0,0995;NA
"660";"Ethanol";"M22";"R37";"E_M22_R37";0,0126;0,1333;"**"
"661";"Ethanol";"M23";"R37";"E_M23_R37";0,01274;0,1414;"**"
"662";"Ethanol";"M24";"R37";"E_M24_R37";0,01288;0,1333;"**"
"663";"Ethanol";"M25";"R37";"E_M25_R37";0,01302;0,1333;"**"
"664";"Ethanol";"M26";"R37";"E_M26_R37";0,01162;0,3522;"*"
"665";"Ethanol";"M27";"R37";"E_M27_R37";0,01245;0,1414;"**"
"666";"Ethanol";"M28";"R37";"E_M28_R37";0,01185;0,1612;"**"
"667";"Ethanol";"VECM";"R38";"E_VECM_R38";0,01143;0;NA
"668";"Ethanol";"VECM2";"R38";"E_VECM2_R38";0,00841;4e-04;NA
"669";"Ethanol";"M1";"R38";"E_M1_R38";0,00801;0,0249;NA
"670";"Ethanol";"M12";"R38";"E_M12_R38";0,01511;0;NA
"671";"Ethanol";"M13";"R38";"E_M13_R38";0,01988;3e-04;NA
"672";"Ethanol";"M14";"R38";"E_M14_R38";0,01575;0;NA
"673";"Ethanol";"M15";"R38";"E_M15_R38";0,01906;2e-04;NA
"674";"Ethanol";"M16";"R38";"E_M16_R38";0,00747;0,0744;NA
"675";"Ethanol";"M17";"R38";"E_M17_R38";0,00804;0,0249;NA
"676";"Ethanol";"M18";"R38";"E_M18_R38";0,00702;1;"*"
"677";"Ethanol";"M21";"R38";"E_M21_R38";0,00809;0,0249;NA
"678";"Ethanol";"M22";"R38";"E_M22_R38";0,01505;0;NA
"679";"Ethanol";"M23";"R38";"E_M23_R38";0,01986;2e-04;NA
"680";"Ethanol";"M24";"R38";"E_M24_R38";0,01581;0;NA
"681";"Ethanol";"M25";"R38";"E_M25_R38";0,01907;1e-04;NA
"682";"Ethanol";"M26";"R38";"E_M26_R38";0,00785;0,0249;NA
"683";"Ethanol";"M27";"R38";"E_M27_R38";0,00798;0,0249;NA
"684";"Ethanol";"M28";"R38";"E_M28_R38";0,00782;0,0249;NA
"685";"Ethanol";"VECM";"R39";"E_VECM_R39";0,01876;0,0558;NA
"686";"Ethanol";"VECM2";"R39";"E_VECM2_R39";0,01839;0,1488;"**"
"687";"Ethanol";"M1";"R39";"E_M1_R39";0,01704;0,6624;"*"
"688";"Ethanol";"M12";"R39";"E_M12_R39";0,01854;0,2503;"*"
"689";"Ethanol";"M13";"R39";"E_M13_R39";0,0187;0,2503;"*"
"690";"Ethanol";"M14";"R39";"E_M14_R39";0,01868;0,2253;"*"
"691";"Ethanol";"M15";"R39";"E_M15_R39";0,01884;0,2277;"*"
"692";"Ethanol";"M16";"R39";"E_M16_R39";0,01654;1;"*"
"693";"Ethanol";"M17";"R39";"E_M17_R39";0,01687;0,8871;"*"
"694";"Ethanol";"M18";"R39";"E_M18_R39";0,01668;0,8871;"*"
"695";"Ethanol";"M21";"R39";"E_M21_R39";0,01677;0,8871;"*"
"696";"Ethanol";"M22";"R39";"E_M22_R39";0,01846;0,3196;"*"
"697";"Ethanol";"M23";"R39";"E_M23_R39";0,01867;0,2969;"*"
"698";"Ethanol";"M24";"R39";"E_M24_R39";0,01891;0,178;"**"
"699";"Ethanol";"M25";"R39";"E_M25_R39";0,01894;0,2253;"*"
"700";"Ethanol";"M26";"R39";"E_M26_R39";0,01685;0,8871;"*"
"701";"Ethanol";"M27";"R39";"E_M27_R39";0,01686;0,8687;"*"
"702";"Ethanol";"M28";"R39";"E_M28_R39";0,01713;0,6599;"*"
"703";"Ethanol";"VECM";"R40";"E_VECM_R40";0,01118;1e-04;NA
"704";"Ethanol";"VECM2";"R40";"E_VECM2_R40";0,01007;0,009;NA
"705";"Ethanol";"M1";"R40";"E_M1_R40";0,00879;0,7304;"*"
"706";"Ethanol";"M12";"R40";"E_M12_R40";0,00962;0,0272;NA
"707";"Ethanol";"M13";"R40";"E_M13_R40";0,01046;1e-04;NA
"708";"Ethanol";"M14";"R40";"E_M14_R40";0,00955;0,1181;"**"
"709";"Ethanol";"M15";"R40";"E_M15_R40";0,01017;0,0082;NA
"710";"Ethanol";"M16";"R40";"E_M16_R40";0,0085;0,9915;"*"
"711";"Ethanol";"M17";"R40";"E_M17_R40";0,00851;0,9915;"*"
"712";"Ethanol";"M18";"R40";"E_M18_R40";0,00852;0,9915;"*"
"713";"Ethanol";"M21";"R40";"E_M21_R40";0,00905;0,1452;"**"
"714";"Ethanol";"M22";"R40";"E_M22_R40";0,00962;0,0291;NA
"715";"Ethanol";"M23";"R40";"E_M23_R40";0,01042;2e-04;NA
"716";"Ethanol";"M24";"R40";"E_M24_R40";0,0096;0,119;"**"
"717";"Ethanol";"M25";"R40";"E_M25_R40";0,01017;0,009;NA
"718";"Ethanol";"M26";"R40";"E_M26_R40";0,00845;1;"*"
"719";"Ethanol";"M27";"R40";"E_M27_R40";0,00853;0,9915;"*"
"720";"Ethanol";"M28";"R40";"E_M28_R40";0,00915;0,02;NA
"721";"Ethanol";"VECM";"R41";"E_VECM_R41";0,0107;4e-04;NA
"722";"Ethanol";"VECM2";"R41";"E_VECM2_R41";0,00987;0,0146;NA
"723";"Ethanol";"M1";"R41";"E_M1_R41";0,00787;0,6086;"*"
"724";"Ethanol";"M12";"R41";"E_M12_R41";0,01017;0,0014;NA
"725";"Ethanol";"M13";"R41";"E_M13_R41";0,0105;4e-04;NA
"726";"Ethanol";"M14";"R41";"E_M14_R41";0,00974;0,0211;NA
"727";"Ethanol";"M15";"R41";"E_M15_R41";0,01009;0,0044;NA
"728";"Ethanol";"M16";"R41";"E_M16_R41";0,00768;0,6086;"*"
"729";"Ethanol";"M17";"R41";"E_M17_R41";0,00821;0,0423;NA
"730";"Ethanol";"M18";"R41";"E_M18_R41";0,00758;1;"*"
"731";"Ethanol";"M21";"R41";"E_M21_R41";0,00792;0,5568;"*"
"732";"Ethanol";"M22";"R41";"E_M22_R41";0,01022;9e-04;NA
"733";"Ethanol";"M23";"R41";"E_M23_R41";0,01047;4e-04;NA
"734";"Ethanol";"M24";"R41";"E_M24_R41";0,00979;0,0138;NA
"735";"Ethanol";"M25";"R41";"E_M25_R41";0,01009;0,0035;NA
"736";"Ethanol";"M26";"R41";"E_M26_R41";0,00788;0,6086;"*"
"737";"Ethanol";"M27";"R41";"E_M27_R41";0,00785;0,6086;"*"
"738";"Ethanol";"M28";"R41";"E_M28_R41";0,00836;0,0423;NA
"739";"Ethanol";"VECM";"R42";"E_VECM_R42";0,01379;0,0204;NA
"740";"Ethanol";"VECM2";"R42";"E_VECM2_R42";0,01376;0,0158;NA
"741";"Ethanol";"M1";"R42";"E_M1_R42";0,01253;0,2652;"*"
"742";"Ethanol";"M12";"R42";"E_M12_R42";0,01374;0,0123;NA
"743";"Ethanol";"M13";"R42";"E_M13_R42";0,01638;0;NA
"744";"Ethanol";"M14";"R42";"E_M14_R42";0,01402;0,0084;NA
"745";"Ethanol";"M15";"R42";"E_M15_R42";0,01637;0;NA
"746";"Ethanol";"M16";"R42";"E_M16_R42";0,01189;1;"*"
"747";"Ethanol";"M17";"R42";"E_M17_R42";0,0122;0,9203;"*"
"748";"Ethanol";"M18";"R42";"E_M18_R42";0,01203;0,9203;"*"
"749";"Ethanol";"M21";"R42";"E_M21_R42";0,01348;0,007;NA
"750";"Ethanol";"M22";"R42";"E_M22_R42";0,01389;0,0076;NA
"751";"Ethanol";"M23";"R42";"E_M23_R42";0,01661;0;NA
"752";"Ethanol";"M24";"R42";"E_M24_R42";0,01436;0,0015;NA
"753";"Ethanol";"M25";"R42";"E_M25_R42";0,01672;0;NA
"754";"Ethanol";"M26";"R42";"E_M26_R42";0,01193;0,9203;"*"
"755";"Ethanol";"M27";"R42";"E_M27_R42";0,01281;0,1023;"**"
"756";"Ethanol";"M28";"R42";"E_M28_R42";0,01215;0,9203;"*"
"757";"Ethanol";"VECM";"R43";"E_VECM_R43";0,01395;0,1028;"**"
"758";"Ethanol";"VECM2";"R43";"E_VECM2_R43";0,01404;0,0967;NA
"759";"Ethanol";"M1";"R43";"E_M1_R43";0,01307;0,411;"*"
"760";"Ethanol";"M12";"R43";"E_M12_R43";0,01477;0,0076;NA
"761";"Ethanol";"M13";"R43";"E_M13_R43";0,0163;0,001;NA
"762";"Ethanol";"M14";"R43";"E_M14_R43";0,01503;0,0017;NA
"763";"Ethanol";"M15";"R43";"E_M15_R43";0,01628;8e-04;NA
"764";"Ethanol";"M16";"R43";"E_M16_R43";0,01304;0,1028;"**"
"765";"Ethanol";"M17";"R43";"E_M17_R43";0,01225;0,8171;"*"
"766";"Ethanol";"M18";"R43";"E_M18_R43";0,01218;1;"*"
"767";"Ethanol";"M21";"R43";"E_M21_R43";0,01283;0,5532;"*"
"768";"Ethanol";"M22";"R43";"E_M22_R43";0,01483;0,0065;NA
"769";"Ethanol";"M23";"R43";"E_M23_R43";0,01634;8e-04;NA
